Latitude,Longitude,Total dead+missing,Main ID,Region,Incident date,Year,Month,Dead,Missing,Total,Females,Males,Children,Country of Origin,Region of Origin,Cause of Death,Country of Incident,Migration route,Location description,Information Source,URL,Source Quality
11.982684,43.278067,1,2025.MMP0879,Eastern Africa,04/07/2025,2025,July,1,0,1,0,1,0,Ethiopia,Eastern Africa,Mixed or unknown,Djibouti,Eastern Route to/from EHOA,"Obock, Djibouti",Host community via IOM Djibouti,,4
11.152655,42.690252,1,2025.MMP0880,Eastern Africa,04/07/2025,2025,July,1,0,1,0,1,0,Ethiopia,Eastern Africa,"Harsh environmental conditions / lack of adequate shelter, food, water",Djibouti,Eastern Route to/from EHOA,"Ali Sabieh, Djibouti",IOM Djibouti,,4
27.85732707,-0.318026086,4,2025.MMP1641,Northern Africa,04/07/2025,2025,July,3,1,4,0,4,0,Unknown,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Algeria,Sahara Desert crossing,"Unspecified location in the Sahara Desert around Adrar, Algeria",IOM Mali Displacement Tracking Matrix,,2
35.7218583,51.3346954,1,2025.MMP1737,Southern Asia,04/07/2025,2025,July,1,0,1,1,0,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
35.7218583,51.3346954,1,2025.MMP1738,Southern Asia,04/07/2025,2025,July,1,0,1,0,1,0,Afghanistan,Southern Asia,Violence,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
35.7218583,51.3346954,1,2025.MMP1739,Southern Asia,04/07/2025,2025,July,1,0,1,0,1,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
35.7218583,51.3346954,1,2025.MMP1740,Southern Asia,04/07/2025,2025,July,1,0,1,1,0,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
25.66757986,-19.60619617,1,2025.MMP0872,Northern Africa,04/08/2025,2025,August,1,0,1,,1,,Unknown,Western Africa (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"476 kilometers southwest of Gran Canaria, Canary Islands, Spain - embarkation 6 days earlier from Senegal","Europa Press, RTVE, 112 Canarias","https://perma.cc/US98-YJZC, https://perma.cc/ZF4Y-DH66, https://perma.cc/KBJ9-4PVN",5
6.385129849,-74.76653124,2,2025.MMP0921,South America,04/08/2025,2025,August,2,0,2,,,2,Venezuela (Bolivarian Republic of),South America,Drowning,Colombia,,"In a river in CaracolÃ­ Neighborhood, Antioquia, Colombia","AlcaldÃ­a Municipal de CaracolÃ­, Infobae","https://perma.cc/7Y3K-3JZ4, https://archive.ph/Qgoqw, https://perma.cc/KM69-EP99",5
21.94,13.63,2,2025.MMP1593,Western Africa,04/08/2025,2025,August,2,0,2,0,2,0,Unknown,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Niger,Sahara Desert crossing,"7 km from Madama, Agadez, Niger",IOM Niger Displacement Tracking Matrix,,2
32.6538966,51.6659656,1,2025.MMP1814,Southern Asia,04/08/2025,2025,August,1,0,1,0,1,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Esfahan district, Esfahan province, Iran",IOM Afghanistan,,4
32.6538966,51.6659656,1,2025.MMP1815,Southern Asia,04/08/2025,2025,August,1,0,1,0,1,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Esfahan district, Esfahan province, Iran",IOM Afghanistan,,4
35.7218583,51.3346954,1,2025.MMP1816,Southern Asia,04/08/2025,2025,August,1,0,1,1,0,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
36.74604063,-2.214674712,1,2025.MMP0992,Mediterranean,04/09/2025,2025,September,1,0,1,,1,,Unknown,Unknown,Drowning,Spain,Western Mediterranean,"Remains recovered at La Almadraba de Monteleva, AlmerÃ­a, Spain",Ultima Hora and AndalucÃ­a InformaciÃ³n via Europa Press,"https://perma.cc/K55U-TGCE, https://perma.cc/XKR2-3YC6, https://perma.cc/EJ2V-YUR4",3
34.341944,62.203056,1,2025.MMP1012,Southern Asia,04/09/2025,2025,September,1,0,1,,1,,Afghanistan,Southern Asia,Violence,Afghanistan,,"Unknown location in Herat, Afghanistan","Hasht-e Subh Daily (8AM. Media), The Khorasan Times","https://perma.cc/WS29-9E7A, https://perma.cc/33Z3-QYBY",3
28.65569904,-100.4848611,1,2025.MMP1015,Central America,04/09/2025,2025,September,1,0,1,,1,,Unknown,Latin America / Caribbean (P),Drowning,Mexico,US-Mexico border crossing,"Rio Bravo close to Colonia San Isidro Neighborhood, Piedras Negras, Coahuila, Mexico","Radio ZÃ³calo, El Tiempo mx","https://perma.cc/W3TM-TXAV, https://perma.cc/7FLX-JCG7",3
28.70878741,-100.511412,1,2025.MMP1016,Central America,04/09/2025,2025,September,1,0,1,,1,,Unknown,Latin America / Caribbean (P),Drowning,Mexico,US-Mexico border crossing,"Rio Bravo close to Colonia Nuevo Mundo, Piedras Negras, Coahuila, Mexico","Radio ZÃ³calo, El Tiempo mx","https://perma.cc/W3TM-TXAV, https://perma.cc/7FLX-JCG7",3
31.385533,-110.303767,1,2025.MMP1567,North America,04/09/2025,2025,September,1,0,1,,1,,Unknown,Latin America / Caribbean (P),Mixed or unknown,United States of America,US-Mexico border crossing,Unspecified location in the woods around  Hereford Cochise County Arizona USA,Pima County Office of the Medical Examiner,,5
18.50822545,-67.13616105,2,2025.MMP1100,Caribbean,04/10/2025,2025,October,2,0,2,1,1,,Dominican Republic,Caribbean,Drowning,United States of America,Dominican Republic to Puerto Rico,"Off the coast of Aguadilla, Puerto Rico, USA","Primera Hora, Al Monento","https://perma.cc/6DZV-5WKS, https://perma.cc/7VH5-UHK4, https://perma.cc/F9FX-TPP3",3
38.03786892,70.475539,3,2025.MMP1106,Southern Asia,04/10/2025,2025,October,3,0,3,,1,1,Afghanistan,Southern Asia,Vehicle accident / death linked to hazardous transport,Afghanistan,,"Unspecified location along the Amu Darya River, Kuf Ab district, Badakhshan province, Afghanistan","Hasht-e Subh Daily (8AM. Media), Amu TV, EL Media, Agaah Press","https://perma.cc/46VH-C8WB, https://perma.cc/5MBM-ATPX, https://perma.cc/87Z7-7VBQ, https://perma.cc/CES4-9M8B",3
26.37563042,-98.86097192,1,2025.MMP1571,North America,04/10/2025,2025,October,1,0,1,1,,,Mexico,Central America,Sickness / lack of access to adequate healthcare,United States of America,US-Mexico border crossing,"Doctors Hospital at Renaissance Rio Grande City, Starr County, Texas, United States of America","US Customs and Border Protection,Quadratin Hispano","https://perma.cc/GEG4-6YAF, https://perma.cc/BNU3-ZR9R",5
18.5156574,-67.10126318,3,2025.MMP1651,Caribbean,04/10/2025,2025,October,2,1,3,,2,,Unknown,Latin America / Caribbean (P),Drowning,Puerto Rico,Dominican Republic to Puerto Rico,"Off the Coast of Shacks Beach, La Isabela, Puerto Rico",U.S. Coast Guard Southeast,"https://perma.cc/PT96-ADW2, https://perma.cc/2D3L-XUGE",5
35.8438581,50.9714995,1,2025.MMP1969,Southern Asia,04/10/2025,2025,October,1,0,1,0,1,0,Afghanistan,Southern Asia,Accidental death,Iran (Islamic Republic of),Afghanistan to Iran,"Karaj district, Alborz province, Iran",IOM Afghanistan,,4
35.8438581,50.9714995,1,2025.MMP1970,Southern Asia,04/10/2025,2025,October,1,0,1,0,1,1,Afghanistan,Southern Asia,Accidental death,Iran (Islamic Republic of),Afghanistan to Iran,"Karaj district, Alborz province, Iran",IOM Afghanistan,,4
36.2972006,59.60669,1,2025.MMP1971,Southern Asia,04/10/2025,2025,October,1,0,1,0,1,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Mashhad district, Mashhad province, Iran",IOM Afghanistan,,4
27.3688908,62.3385305,1,2025.MMP1972,Southern Asia,04/10/2025,2025,October,1,0,1,0,1,0,Afghanistan,Southern Asia,"Harsh environmental conditions / lack of adequate shelter, food, water",Iran (Islamic Republic of),Afghanistan to Iran,"Saravan district, Sistan_and_Baluchestan province, Iran",IOM Afghanistan,,4
29.5926119,52.5835646,1,2025.MMP1973,Southern Asia,04/10/2025,2025,October,1,0,1,0,1,0,Afghanistan,Southern Asia,Violence,Iran (Islamic Republic of),Afghanistan to Iran,"Shiraz district, Fars province, Iran",IOM Afghanistan,,4
35.7218583,51.3346954,1,2025.MMP1974,Southern Asia,04/10/2025,2025,October,1,0,1,1,0,1,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
26.91478689,-104.5722259,4,2025.MMP1616,Central America,04/11/2025,2025,November,4,0,4,2,2,,Guatemala,Central America,Vehicle accident / death linked to hazardous transport,Mexico,US-Mexico border crossing,"Close to kilometer 183 of the Torreon-Jimenez Highway,Chihuahua, Mexico","INM,TV Azteca Chihuahua,Debate,Codigo 13,FM 105,Municipios Puebla, El Sol de Parral, netnoticias.mx","https://perma.cc/5XKV-R5QT, https://perma.cc/7U9K-V52T, https://perma.cc/46D9-M6PT, https://perma.cc/RK64-BUFK, https://archive.ph/HKWAV, https://archive.ph/syeiv, https://perma.cc/S7DL-E2XZ, https://perma.cc/4PUG-XDPB",5
26.91478689,-104.5722259,2,2025.MMP1616,Central America,04/11/2025,2025,November,2,0,2,,2,,Honduras,Central America,Vehicle accident / death linked to hazardous transport,Mexico,US-Mexico border crossing,"Close to kilometer 183 of the Torreon-Jimenez Highway,Chihuahua, Mexico","INM,TV Azteca Chihuahua,Debate,Codigo 13,FM 105,Municipios Puebla, El Sol de Parral, netnoticias.mx","https://perma.cc/5XKV-R5QT, https://perma.cc/7U9K-V52T, https://perma.cc/46D9-M6PT, https://perma.cc/RK64-BUFK, https://archive.ph/HKWAV, https://archive.ph/syeiv, https://perma.cc/S7DL-E2XZ, https://perma.cc/4PUG-XDPB",5
-15.70332564,46.21750366,9,2025.MMP1631,Eastern Africa,04/11/2025,2025,November,9,0,9,4,5,,Mixed/Unknown,Eastern Africa (P),Drowning,Madagascar,Sea crossings to Mayotte,"off plage dâ€™Ambanjambe, Fokontany Antrema/Mahajanga, Katsepy, Madagascar","L'express De Madagascar, The Eastleigh Voice, Hiiraan Online, BBC Africa, NEWSMADA, 2424.mg, Anadolu Ajansi, Baidoa Online","https://perma.cc/BAX7-Q68R, https://perma.cc/TH8E-UDEF, https://perma.cc/R22H-NQZC, https://perma.cc/GZ8E-KFAT, https://perma.cc/XEY9-UXQE, https://perma.cc/MLZ6-SBNJ, https://perma.cc/2J68-HD3M, https://perma.cc/FKP2-DGVC",3
-15.70332564,46.21750366,4,2025.MMP1631,Eastern Africa,04/11/2025,2025,November,4,0,4,2,2,,Somalia,Eastern Africa,Drowning,Madagascar,Sea crossings to Mayotte,"off plage dâ€™Ambanjambe, Fokontany Antrema/Mahajanga, Katsepy, Madagascar","L'express De Madagascar, The Eastleigh Voice, Hiiraan Online, BBC Africa, NEWSMADA, 2424.mg, Anadolu Ajansi, Baidoa Online","https://perma.cc/BAX7-Q68R, https://perma.cc/TH8E-UDEF, https://perma.cc/R22H-NQZC, https://perma.cc/GZ8E-KFAT, https://perma.cc/XEY9-UXQE, https://perma.cc/MLZ6-SBNJ, https://perma.cc/2J68-HD3M, https://perma.cc/FKP2-DGVC",3
-15.70332564,46.21750366,1,2025.MMP1631,Eastern Africa,04/11/2025,2025,November,1,0,1,1,,,Madagascar,Eastern Africa,Drowning,Madagascar,Sea crossings to Mayotte,"off plage dâ€™Ambanjambe, Fokontany Antrema/Mahajanga, Katsepy, Madagascar","L'express De Madagascar, The Eastleigh Voice, Hiiraan Online, BBC Africa, NEWSMADA, 2424.mg, Anadolu Ajansi, Baidoa Online","https://perma.cc/BAX7-Q68R, https://perma.cc/TH8E-UDEF, https://perma.cc/R22H-NQZC, https://perma.cc/GZ8E-KFAT, https://perma.cc/XEY9-UXQE, https://perma.cc/MLZ6-SBNJ, https://perma.cc/2J68-HD3M, https://perma.cc/FKP2-DGVC",3
29.4457241,55.6809021,1,2025.MMP2121,Southern Asia,04/11/2025,2025,November,1,0,1,0,1,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Sirjan district, Kerman province, Iran",IOM Afghanistan,,4
28.9144913,50.8279019,1,2025.MMP2122,Southern Asia,04/11/2025,2025,November,1,0,1,0,1,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Bushehr district, Bushehr province, Iran",IOM Afghanistan,,4
27.3688908,62.3385305,1,2025.MMP2123,Southern Asia,04/11/2025,2025,November,1,0,1,0,1,0,Afghanistan,Southern Asia,Violence,Iran (Islamic Republic of),Afghanistan to Iran,"Saravan district, Sistan_and_Baluchestan province, Iran",IOM Afghanistan,,4
27.3688908,62.3385305,1,2025.MMP2124,Southern Asia,04/11/2025,2025,November,1,0,1,0,1,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Saravan district, Sistan_and_Baluchestan province, Iran",IOM Afghanistan,,4
35.20820848,11.80853104,5,2025.MMP1659,Mediterranean,04/12/2025,2025,December,,5,5,,,,Unknown,Western Africa (P),Drowning,Tunisia,Central Mediterranean,"Unspecified location between Sfax, Tunisia and Lampedusa, Italy",IOM Italy,,4
27.3688908,62.3385305,1,2025.MMP2230,Southern Asia,04/12/2025,2025,December,1,0,1,0,1,0,Afghanistan,Southern Asia,Violence,Iran (Islamic Republic of),Afghanistan to Iran,"Saravan district, Sistan_and_Baluchestan province, Iran",IOM Afghanistan,,4
27.3688908,62.3385305,1,2025.MMP2231,Southern Asia,04/12/2025,2025,December,1,0,1,0,1,0,Afghanistan,Southern Asia,Violence,Iran (Islamic Republic of),Afghanistan to Iran,"Saravan district, Sistan_and_Baluchestan province, Iran",IOM Afghanistan,,4
27.3688908,62.3385305,1,2025.MMP2232,Southern Asia,04/12/2025,2025,December,1,0,1,0,1,1,Afghanistan,Southern Asia,Violence,Iran (Islamic Republic of),Afghanistan to Iran,"Saravan district, Sistan_and_Baluchestan province, Iran",IOM Afghanistan,,4
12.98668533,7.607322817,1,2025.MMP2370,Western Africa,04/12/2025,2025,December,1,0,1,,1,,Unknown,Unknown,Sickness / lack of access to adequate healthcare,Nigeria,,"Katsina , Katsina, Nigeria",IOM Niger Displacement Tracking Matrix,,2
5.08890023,98.081248,10,2025.MMP0010,South-eastern Asia,05/01/2025,2025,January,10,0,10,,,,Myanmar,South-eastern Asia,Mixed or unknown,Indonesia,Bay of Bengal/Andaman Sea,"Stranded in the sea nearby East Aceh, and later rescued and arrived on a beach, West Peureulak, East Aceh Regency, Aceh, Indonesia","UNHCR, IOM Indonesia",https://perma.cc/5SJG-Z8KB,4
21.18547697,-86.79277685,2,2025.MMP0046,Central America,05/01/2025,2025,January,,2,2,,2,,Cuba,Caribbean,Drowning,Mexico,,"Off the Coast of Cancun, Quintana Roo,Mexico in the Caribean Sea","El Toque,Cibercuba, Cuba Cute","https://archive.ph/PmI4H, https://perma.cc/JUC4-9ELH, https://perma.cc/98QW-5ZTC, https://perma.cc/J76M-UGY2",3
35.7218583,51.3346954,1,2025.MMP0304,Southern Asia,05/01/2025,2025,January,1,0,1,1,,,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
12.16425549,-82.7672418,1,2025.MMP0063,Caribbean,05/02/2025,2025,February,1,0,1,1,,,Iran (Islamic Republic of),Southern Asia,Drowning,Nicaragua,,Two kilometers off the coast of Corn Island (Nicaragua) in the Caribbean Sea,"Ejercito de Nicaragua, La Prensa, 100%Noticias, BSS News","https://perma.cc/A9WP-3Y6W?type=image, https://perma.cc/L3UV-TM5R, https://perma.cc/YY77-XHV9, https://archive.ph/KoF6C",5
12.16425549,-82.7672418,1,2025.MMP0063,Caribbean,05/02/2025,2025,February,1,0,1,,,1,India,Southern Asia,Drowning,Nicaragua,,Two kilometers off the coast of Corn Island (Nicaragua) in the Caribbean Sea,"Ejercito de Nicaragua, La Prensa, 100%Noticias, BSS News","https://perma.cc/A9WP-3Y6W?type=image, https://perma.cc/L3UV-TM5R, https://perma.cc/YY77-XHV9, https://archive.ph/KoF6C",5
12.16425549,-82.7672418,4,2025.MMP0063,Caribbean,05/02/2025,2025,February,,4,4,,,3,Unknown,Unknown,Drowning,Nicaragua,,Two kilometers off the coast of Corn Island (Nicaragua) in the Caribbean Sea,"Ejercito de Nicaragua, La Prensa, 100%Noticias, BSS News","https://perma.cc/A9WP-3Y6W?type=image, https://perma.cc/L3UV-TM5R, https://perma.cc/YY77-XHV9, https://archive.ph/KoF6C",5
12.16425549,-82.7672418,3,2025.MMP0063,Caribbean,05/02/2025,2025,February,3,0,3,2,,1,Egypt,Northern Africa,Drowning,Nicaragua,,Two kilometers off the coast of Corn Island (Nicaragua) in the Caribbean Sea,"Ejercito de Nicaragua, La Prensa, 100%Noticias, BSS News, Veto Gate","https://perma.cc/A9WP-3Y6W?type=image, https://perma.cc/L3UV-TM5R, https://perma.cc/YY77-XHV9, https://archive.ph/KoF6C, https://perma.cc/YQ6A-SLJB",5
-33.21277116,-70.68500291,1,2025.MMP0065,South America,05/02/2025,2025,February,1,0,1,,1,,Haiti,Caribbean,Accidental death,Chile,,"Makeshift camp in Colina, Santiago de Chile, Region Metropolitana, Chile",Prensa Latina,https://perma.cc/MJ83-3WVA,1
32.81046466,12.459951,1,2025.MMP0074,Mediterranean,05/02/2025,2025,February,1,0,1,,,,Unknown,Sub-Saharan Africa (P),Drowning,Libya,Central Mediterranean,"Unspecifed location in Sabratha, in the Zawiya District, Libya",IOM Libya,,4
37.24786561,-1.872580903,1,2025.MMP0092,Europe,05/02/2025,2025,February,1,0,1,,1,,Algeria,Northern Africa,Accidental death,Spain,,"On the national highway, Vera, AlmerÃ­a, Spain",Francisco Jose Clemente Martin,https://archive.ph/DuTY9,4
35.7218583,51.3346954,1,2025.MMP0415,Southern Asia,05/02/2025,2025,February,1,0,1,,1,,Afghanistan,Southern Asia,Mixed or unknown,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
35.7218583,51.3346954,1,2025.MMP0416,Southern Asia,05/02/2025,2025,February,1,0,1,,1,,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
29.6266426,52.4465474,1,2025.MMP0417,Southern Asia,05/02/2025,2025,February,1,0,1,,1,,Afghanistan,Southern Asia,Mixed or unknown,Iran (Islamic Republic of),Afghanistan to Iran,"Shiraz County district, Fars province, Iran",IOM Afghanistan,,4
30.5757091,58.0071922,1,2025.MMP0418,Southern Asia,05/02/2025,2025,February,1,0,1,,1,,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Kerman County district, Kerman province, Iran",IOM Afghanistan,,4
31.890628,54.5218074,1,2025.MMP0419,Southern Asia,05/02/2025,2025,February,1,0,1,,1,,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Yazd County district, Yazd province, Iran",IOM Afghanistan,,4
31.890628,54.5218074,1,2025.MMP0420,Southern Asia,05/02/2025,2025,February,1,0,1,1,,1,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Yazd County district, Yazd province, Iran",IOM Afghanistan,,4
30.5757091,58.0071922,1,2025.MMP0421,Southern Asia,05/02/2025,2025,February,1,0,1,,1,,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Kerman County district, Kerman province, Iran",IOM Afghanistan,,4
29.6266426,52.4465474,1,2025.MMP0422,Southern Asia,05/02/2025,2025,February,1,0,1,,1,,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Shiraz County district, Fars province, Iran",IOM Afghanistan,,4
32.35730049,15.206513,1,2025.MMP0761,Northern Africa,05/02/2025,2025,February,1,0,1,,1,,Niger,Western Africa,Accidental death,Libya,Sahara Desert crossing,"Unspecified location near Qasr Ahmed, Misrata, Libya",Displacement Tracking Matrix Libya,,4
35.85877964,-5.342966249,1,2025.MMP0100,Mediterranean,05/03/2025,2025,March,,1,1,,1,,Morocco,Northern Africa,Drowning,Morocco,Western Mediterranean,Unspecified location on the sea crossing between Ceuta and Morocco,El Faro de Ceuta,https://perma.cc/39T6-PE23,1
12.554189,43.234131,25,2025.MMP0118,Eastern Africa,05/03/2025,2025,March,18,7,25,6,7,5,Ethiopia,Eastern Africa,Drowning,Djibouti,Eastern Route to/from EHOA,"Unspecified location off the coast of Moulhoulle, Djibouti near the border of Eritrea - EHOA-Yemen Crossing",IOM Djibouti,,4
36.536659,-4.621558,1,2025.MMP0144,Mediterranean,05/03/2025,2025,March,1,0,1,,1,,Morocco,Northern Africa,Drowning,Spain,Western Mediterranean,"Remains recovered near La Caracola, Fuengirola, MÃ¡laga, Spain","ABC de Malaga, Francisco Jose Clemente Martin Facebook","https://perma.cc/TRV2-RBD6, https://perma.cc/LY2U-ZJFK",4
35.7218583,51.3346954,1,2025.MMP0527,Southern Asia,05/03/2025,2025,March,1,0,1,,1,,Afghanistan,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
25.5259124,61.2335592,1,2025.MMP0528,Southern Asia,05/03/2025,2025,March,1,0,1,,1,,Afghanistan,Southern Asia,Drowning,Iran (Islamic Republic of),Afghanistan to Iran,"Chabahar County district, Sistan_and_Baluchestan province, Iran",IOM Afghanistan,,4
19.43745634,-99.14716042,1,2025.MMP0870,Central America,05/03/2025,2025,March,1,0,1,,1,,Venezuela (Bolivarian Republic of),South America,Violence,Mexico,,"Outside of Metro de Hidalgo, Tabacalera Neighborhood, Ciudad de Mexico (CDMX), Mexico",El GrÃ¡fico,https://perma.cc/G2D5-NSL4,1
36.18176657,29.21368033,1,2025.MMP0167,Mediterranean,05/04/2025,2025,April,1,0,1,,,,Unknown,Unknown,Mixed or unknown,TÃ¼rkiye,Eastern Mediterranean,"Off KaÅŸ, Antalya, TÃ¼rkiye",Turkish Coast Guard,https://perma.cc/SR4R-X4CX,5
32.95697594,12.06632757,21,2025.MMP0168,Mediterranean,05/04/2025,2025,April,2,19,21,,21,,Eritrea,Eastern Africa,Drowning,Libya,Central Mediterranean,"Unspecified location near Zuwara, Libya",IOM Libya,,4
32.91002772,13.17546016,24,2025.MMP0170,Mediterranean,05/04/2025,2025,April,,24,24,2,20,2,Ghana,Western Africa,Drowning,Libya,Central Mediterranean,"Unspecified location near Qaraboli, Tripoli, Libya - embarkation on 1 Apr",IOM Libya,,4
32.91002772,13.17546016,24,2025.MMP0170,Mediterranean,05/04/2025,2025,April,,24,24,3,19,2,Nigeria,Western Africa,Drowning,Libya,Central Mediterranean,"Unspecified location near Qaraboli, Tripoli, Libya - embarkation on 1 Apr",IOM Libya,,4
-33.04715645,-71.61259236,1,2025.MMP0171,South America,05/04/2025,2025,April,1,0,1,,1,,Venezuela (Bolivarian Republic of),South America,Violence,Chile,,"Barbershop in undetermined location in Valparaiso, Chile",El Nacional,https://perma.cc/M2B4-KTHW,1
52.21906615,23.24331967,1,2025.MMP0951,Europe,05/04/2025,2025,April,1,0,1,,1,,Eritrea,Eastern Africa,Drowning,Poland,Belarus-EU border,"Remains found in the Bug River in an unspecified location near near JanÃ³w Podlaski, Poland close to the Belarus border","TVN24, Dziennik, Czaban robi raban","https://perma.cc/A6FD-X6PH, https://perma.cc/N24G-UY8H, https://perma.cc/WL3M-NN9J",1
35.7218583,51.3346954,1,2025.MMP1154,Southern Asia,05/04/2025,2025,April,1,0,1,0,1,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
32.2515792,52.5318604,1,2025.MMP1155,Southern Asia,05/04/2025,2025,April,1,0,1,0,1,0,Afghanistan,Southern Asia,Mixed or unknown,Iran (Islamic Republic of),Afghanistan to Iran,"Isfahan County district, Esfahan province, Iran",IOM Afghanistan,,4
31.92828,-112.11071,1,2025.MMP1519,North America,05/04/2025,2025,April,1,0,1,,1,,Unknown,Latin America / Caribbean (P),Mixed or unknown,United States of America,US-Mexico border crossing,Unspecified location in the desert around  Sells Pima County Arizona USA,Pima County Office of the Medical Examiner,,5
32.81769838,12.42081554,1,2025.MMP2387,Mediterranean,05/04/2025,2025,April,1,0,1,,,,Unknown,Unknown,Mixed or unknown,Libya,Central Mediterranean,"Remains recovered in Sabratha city, Libya","Libyan Red Crescent via UNHCR, Migrant Rescue Watch",https://perma.cc/AA76-B3E4,5
34.1271444,14.55517115,4,2025.MMP2388,Mediterranean,05/04/2025,2025,April,,4,4,,,,Unknown,Unknown,Drowning,Libya,Central Mediterranean,"Unspecified location between Libya and Augusta, Italy. 4 people fell into the sea during high waves and were not recovered by Libyan Coast Guard or Life Support NGO.",UNHCR,,4
32.91443139,-117.3872737,2,2025.MMP0245,North America,05/05/2025,2025,May,2,,2,,,2,India,Southern Asia,Drowning,United States of America,US-Mexico border crossing,"Off the Torrey Pines State Beach, La Jolla, San Diego, California, United States of America","US Coast Guard, Consulado de Mexico en San Diego,Times of San Diego, CNN, Reuters, The Indian Express, The Guardian, India Today","https://archive.ph/0TGes, https://perma.cc/FF8W-5ELB, https://perma.cc/NB8G-7T9M, https://perma.cc/B8J7-WFLV, https://archive.ph/13qbn, https://perma.cc/SLE5-NCSJ, https://perma.cc/2KFQ-2KE5, https://perma.cc/DX6E-32GY",5
32.91443139,-117.3872737,2,2025.MMP0245,North America,05/05/2025,2025,May,2,0,2,,,,Mexico,Central America,Drowning,United States of America,US-Mexico border crossing,"Off the Torrey Pines State Beach, La Jolla, San Diego, California, United States of America","US Coast Guard, Consulado de Mexico en San Diego,Times of San Diego, CNN, Reuters, The Indian Express, The Guardian","https://archive.ph/0TGes, https://perma.cc/FF8W-5ELB, https://perma.cc/NB8G-7T9M, https://perma.cc/B8J7-WFLV, https://archive.ph/13qbn, https://perma.cc/SLE5-NCSJ, https://perma.cc/2KFQ-2KE5",5
35.30824629,11.09878208,14,2025.MMP0619,Mediterranean,05/05/2025,2025,May,14,0,14,1,,3,Mixed,Sub-Saharan Africa,Drowning,Tunisia,Central Mediterranean,"Unspecified location near â€œKM110â€ between Mahdia and Chebba, Tunisia",Humanitarian Partner,,4
18.46998057,51.73231726,1,2025.MMP1123,Western Asia,05/05/2025,2025,May,1,0,1,,1,,Ethiopia,Eastern Africa,Violence,Yemen,,"Shahin, Al-Mahrah Governorate, Yemen",Humanitarian Partners,,3
